,Unnamed: 0,index,sentence1,sentence2,variability,confidence,var_ep,conf_ep,lexical,subsequence,gold_label,pred_label
1752,2215,2215,"""""""Anna Nobili, 38, spent years working as an exotic dancer and striptease artist at Milan night clubs but now she's a Catholic nun who describes herself a """"""""ballerina for God"""""""". The Daily Mail reports that Sr Anna Nobili, a lap dancer turned nun is to perform a religious dance in front of an audience of Catholic cardinals and bishops. She swapped string bikinis and high heels for a nun's habit after a visit to the shrine of St Francis in Assisi, a place of pilgrimage for millions of Catholics in Umbria, in 2002.""""""",Anna Nobili is a nun.,"[0.0, 0.040368303656578064, 0.0332614553467198, 0.04454880752636394, 0.04645086652661675, 0.046969683595928464, 0.044328921990664794, 0.04505235335215953, 0.05313513527409089, 0.05046855362872112, 0.06926112573101095, 0.08746909698865594, 0.10721466829948331, 0.13259559803897775, 0.15578103382700303, 0.1744243605633313, 0.1838614428669993, 0.19398900277894604, 0.20214153678380117, 0.20770942727756042]","[0.5278458595275879, 0.4874775558710098, 0.49063385526339215, 0.4710136875510216, 0.48295108675956727, 0.4919852664073308, 0.4884718017918723, 0.481813907623291, 0.4931008021036784, 0.49227978885173795, 0.5080328231508081, 0.5252308622002602, 0.5444503587025863, 0.5675016024283001, 0.5911934395631154, 0.6138103362172842, 0.6317874245783862, 0.6501061071952184, 0.667119313227503, 0.682206891477108]",0.0,0.5278458595275879,0,0,entailment,entailment
1753,1267,1267,"The 54-year-old man from London, who was not otherwise identified, was located following cooperation with British authorities, police said in a statement.",The 54-year-old man resides in London.,"[0.0, 0.013494312763214111, 0.01169998307514834, 0.015186028677212051, 0.013605630516194043, 0.019409291662133413, 0.02710436021768299, 0.025360454026706822, 0.04514683609548209, 0.05830720796912713, 0.05607287894687305, 0.054132054967221, 0.10682573910042026, 0.10352521226515636, 0.13362299118066578, 0.12938377451324554, 0.15625507484984746, 0.15320181695260493, 0.15773950870774625, 0.1637200964493372]","[0.527915894985199, 0.5144215822219849, 0.517204741636912, 0.5106740891933441, 0.5102801322937012, 0.5169503589471182, 0.5086664089134761, 0.5088858492672443, 0.4953463441795773, 0.508534374833107, 0.506221288984472, 0.5041296258568764, 0.5310660715286548, 0.5280170461961201, 0.5516996681690216, 0.5519580375403166, 0.5752230900175431, 0.5703027049700419, 0.5824276585327951, 0.5953374773263931]",0.0,0.527915894985199,0,0,entailment,entailment
1754,43,43,"""""""A month after Gov. David A. Paterson dropped his proposal for a soda tax, New York City's health commissioner has written an article advocating """"""""hefty"""""""" taxes on sodas and sports drinks containing sugar. Such a tax, the article said, could be the biggest boon to public health since tobacco taxes. The commissioner, Dr. Thomas R. Frieden, and Kelly D. Brownell of Yale University, his co-author, argue in the New England Journal of Medicine that a tax of a penny per ounce could reduce consumption by more than 10 percent and raise $1.2 billion a year in New York State alone.""""""",Michael Bloomberg is the mayor of New York.,"[0.0, 0.02987256646156311, 0.02464599937508646, 0.0379041395329469, 0.03392382191362861, 0.03151078583916343, 0.032510583029774935, 0.03763406970224004, 0.04355870770427031, 0.07296714059687988, 0.12824150572549098, 0.13512457669794467, 0.15625426410681711, 0.17516204300660612, 0.19065607100267876, 0.20058946663382649, 0.20847492327027717, 0.20819545683052312, 0.21389798363819335, 0.2174343076890049]","[0.5279731154441833, 0.49810054898262024, 0.5006017287572225, 0.48251716047525406, 0.48311854600906373, 0.48051438728968304, 0.4746569778238024, 0.483036395162344, 0.4919695291254256, 0.4719235301017761, 0.5059906677766279, 0.523002048333486, 0.5481039331509516, 0.5729268491268158, 0.5963993946711222, 0.616661436855793, 0.6353571765563067, 0.6469839678870307, 0.663122832775116, 0.677289041876793]",0.0,0.5279731154441833,0,0,not_entailment,not_entailment
1755,2363,2363,"""""""Even the most draconian proposal — to reinstate flight limits to ease the bottlenecks at Kennedy — might backfire, industry analysts say, because airlines would end up shifting flights to Newark Airport, which is already strained. """"""""Kennedy is the perfect example of putting 10 pounds in a 5-pound bag,"""""""" said Darryl Jenkins, a longtime airline consultant. """"""""J.F.K. was never set up to be a hub for anybody; its been a gateway,"""""""" he said. But in recent years it became a hub for JetBlue and Delta. These days, delays at Kennedy are so bad, he said, that """"""""it's backing up the whole country."""""""".""""""",JFK airport is in New York.,"[0.0, 0.013614147901535034, 0.015748772844423928, 0.013739247194696208, 0.0128141923924071, 0.011719997689820308, 0.02840882671108243, 0.03909321051898521, 0.03924079658385039, 0.057316064612428025, 0.05466770569039274, 0.07020791604994246, 0.08767813057686627, 0.11875528312931453, 0.1153279527418594, 0.11315991783202461, 0.1393769319241762, 0.14251069134545932, 0.15093913821550028, 0.15749595172667616]","[0.5279815196990967, 0.5143673717975616, 0.5064787566661835, 0.5055214986205101, 0.5037055969238281, 0.5033824642499288, 0.5141010284423828, 0.5249381363391876, 0.5201767053869035, 0.5056498140096665, 0.5061053444038738, 0.49199654658635456, 0.508166138942425, 0.5313119419983455, 0.5344504952430725, 0.5391827523708344, 0.5606507623896879, 0.5713953541384803, 0.5854235730673137, 0.5983229458332062]",0.0,0.5279815196990967,0,0,not_entailment,not_entailment
1756,1819,1819,"Acetaminophen is best known as the drug in products sold under the Tylenol brand, but is widely available in typically less expensive generic versions.",Acetaminophen is produced by Tylenol.,"[0.0, 0.01782868802547455, 0.015486845711699167, 0.01808468701206669, 0.01818634691390133, 0.020034971918386144, 0.02084744415268836, 0.02025308379891675, 0.03945634651150161, 0.06608276214774801, 0.09557583192099368, 0.1088779241287372, 0.13759575400449417, 0.15450090817206497, 0.16282695192678465, 0.17245132323207177, 0.17076811316564278, 0.17565359481482984, 0.18096165203923978, 0.18111449161519844]","[0.5280053615570068, 0.5101766735315323, 0.5139139393965403, 0.5069097951054573, 0.5027535200119019, 0.49773792922496796, 0.4938529431819916, 0.49178625270724297, 0.5039937926663293, 0.5221468716859817, 0.5448730723424391, 0.5626619632045428, 0.5884658166995416, 0.6104627868958882, 0.6278521398703257, 0.6458963099867105, 0.6544537246227264, 0.6684127698342005, 0.6823906067170595, 0.6918293163180351]",0.0,0.5280053615570068,0,0,not_entailment,not_entailment
1757,1663,1663,"""""""Priscilla Presley greeted thousands of cheering Elvis fans at a concert Friday night, marking the 25th anniversary of the King's death, telling them """"""""you're helping Elvis make history again.""""""""""""""","""""""Priscilla Presley told fans, """"""""you're helping Elvis make history again.""""""""""""""","[0.0, 0.01675593852996826, 0.01966296769825334, 0.017832152448317772, 0.017691945895743123, 0.017635499128591282, 0.016759633516482016, 0.0339012185751948, 0.08483928607158421, 0.11739137859753432, 0.1242527761026606, 0.1326667780570882, 0.1430040893425635, 0.1497581666880739, 0.15191389910256742, 0.1621282702065166, 0.16738160902050467, 0.17447816450149806, 0.17825332331154528, 0.18156037265894315]","[0.5280997157096863, 0.511343777179718, 0.5013573368390402, 0.498301662504673, 0.49447359442710875, 0.4976413498322169, 0.49609729647636414, 0.5074583701789379, 0.535243507888582, 0.5637289851903915, 0.5807900835167278, 0.5984954610466957, 0.6172117155331832, 0.6334741434880665, 0.6458535373210907, 0.6634605582803488, 0.6777723484179553, 0.6930780659119288, 0.705844908952713, 0.7179380431771278]",0.0,0.5280997157096863,0,0,entailment,entailment
1758,2123,2123,"Access to the underground workings at the La Camorra mine is via a ramp from the surface, excavated at a -15% grade and connecting numerous levels.",La Camorra is a mine.,"[0.0, 0.03051106631755829, 0.025933069626957784, 0.023663195230365724, 0.031460306834964834, 0.03975729850789127, 0.03704360324403935, 0.035098931911465354, 0.057788610580917964, 0.0792232883531003, 0.11118195983125062, 0.1374660413191951, 0.16097170278400946, 0.1858384179284453, 0.20981479205888412, 0.21574454292949172, 0.2198975972668789, 0.23034471055731107, 0.2381061965779823, 0.24476870232057607]","[0.5281603932380676, 0.49764932692050934, 0.4925548533598582, 0.4968580976128578, 0.5084963262081146, 0.49620120227336884, 0.4944986615862165, 0.4923862814903259, 0.47563639283180237, 0.4565728783607483, 0.4307742850346999, 0.45699988553921383, 0.4835651906637045, 0.5119510995490211, 0.5409692267576853, 0.559721739962697, 0.5765800248174107, 0.5974297937419679, 0.6163278206398612, 0.6341749563813209]",0.0,0.5281603932380676,0,0,entailment,entailment
1759,559,559,"QNX Software Systems Ltd., a leading provider of real-time software and services to the embedded computing market, is pleased to announce the appointment of Mr. Sachin Lawande to the position of vice president, engineering services.",Sachin Lawande Named VP of Engineering Services at QNX,"[0.0, 0.005181789398193359, 0.004443433763867454, 0.004364850848203207, 0.008913428035658796, 0.02983874917015065, 0.03340869124820388, 0.03381767590478882, 0.06534672757973532, 0.08467310334551487, 0.08544605989706862, 0.08999318204320103, 0.09596529945914799, 0.09991024893590726, 0.11802284133243028, 0.11570712434233736, 0.12541949903320962, 0.1271822192354778, 0.13076776792323183, 0.1364562796971111]","[0.5281699895858765, 0.5229882001876831, 0.5239482720692953, 0.525137647986412, 0.5291441321372986, 0.5163055708010992, 0.5086354698453631, 0.5135200247168541, 0.5336869226561652, 0.552911788225174, 0.561762045730244, 0.5730683704217275, 0.585087620295011, 0.5955776487077985, 0.6137293974558512, 0.6090437136590481, 0.6230290847666123, 0.6318380302853055, 0.641771768268786, 0.6529523849487304]",0.0,0.5281699895858765,0,0,entailment,entailment
1760,162,162,"There are four identified subtypes of Ebola virus. Three of the four have caused disease in humans: Ebola-Zaire, Ebola-Sudan, and Ebola-Ivory Coast. The fourth, Ebola-Reston, has caused disease in non-human primates, but not in humans.",The Ebola epidemic breaks out in Zaire.,"[0.0, 0.01592467725276947, 0.017385795782475753, 0.015547902332270679, 0.01905063417993366, 0.01770157284768443, 0.016566830692922682, 0.04663063858965276, 0.04549212982317912, 0.06522926126894726, 0.07340014961695042, 0.09121901129603724, 0.09170269650994553, 0.13583909943097458, 0.14435922013316418, 0.1435208865735228, 0.1494922724317806, 0.15958283503679757, 0.17454975021587354, 0.17879096102175795]","[0.5282245874404907, 0.5122999101877213, 0.5041389564673106, 0.5019000694155693, 0.4953897535800934, 0.49391281108061474, 0.4949025809764862, 0.5115255601704121, 0.5156595541371239, 0.49935592114925387, 0.48702899705279956, 0.5045641337831815, 0.4967723305408771, 0.5253858651433673, 0.541460410753886, 0.5330495666712523, 0.5466541525195626, 0.5626693914333979, 0.5814388786491594, 0.5940504297614098]",0.0,0.5282245874404907,0,0,not_entailment,not_entailment
1761,1708,1708,"Dr. Amy Joy Lanou, director of the Physicians Committee for Responsible Medicine in America, was quick to point out health dangers of the Atkins diet.",Atkins diet is associated with increased risk conditions.,"[0.0, 0.021812304854393005, 0.02437366558323586, 0.023403540702998053, 0.021406556313006808, 0.021015921483371582, 0.020450696149481813, 0.035798658120590625, 0.03449713467147207, 0.05629156142848207, 0.054667558114940756, 0.05798909202904138, 0.056036197144870896, 0.11355704376934184, 0.14951283230124543, 0.1757256012408491, 0.18620418023537694, 0.20074060038968952, 0.20759006563833726, 0.20530153885901659]","[0.5283668041229248, 0.5065544992685318, 0.4947882095972697, 0.4889524281024933, 0.4911918520927429, 0.48773347834746045, 0.4851625646863665, 0.4737258329987526, 0.47120338016086155, 0.4559365212917328, 0.4526521753181111, 0.46017932643493015, 0.4619111968920781, 0.4896176755428314, 0.5167661627133687, 0.5424858443439007, 0.5612090755911434, 0.5822845896085104, 0.5988135714279977, 0.6067930459976196]",0.0,0.5283668041229248,0,0,entailment,entailment
1762,739,739,"Food and Drug Administration, which regulates human experiments, says its regulations forbid human cloning without prior agency permission, and it has launched an investigation into whether Clonaid illegally performed any work on U.S. soil.",Food and Drug Administration forbids human cloning without prior permission.,"[0.0, 0.036877453327178955, 0.033610348921769215, 0.0336203282365136, 0.030409098330731386, 0.029299813919254045, 0.027383186407951902, 0.02561462766122237, 0.056967627945008294, 0.07384879752889756, 0.0960054749460358, 0.09353274088004565, 0.09028601558084606, 0.10341119516947529, 0.10725866349585168, 0.13916047874476714, 0.15525966260833463, 0.15945490032921972, 0.15924302727524767, 0.16458030986879935]","[0.5284403562545776, 0.4915629029273987, 0.5021228392918905, 0.492408849298954, 0.4901476502418518, 0.4859551638364792, 0.4844276564461844, 0.4844317026436329, 0.5026734901799096, 0.5194493502378463, 0.5400871607390317, 0.5348699688911438, 0.5323509940734277, 0.5478542574814388, 0.5582859079043071, 0.5822027698159218, 0.6013715582735398, 0.6138792037963867, 0.6222811874590422, 0.6348389565944672]",0.0,0.5284403562545776,0,0,entailment,entailment
1763,2290,2290,"At least 58 people are now dead as a result of the recent flooding in Yemen, and at least 20,000 in the country have no access to shelter. Five people are also reported missing. The Yemeni government has pledged to send tents to help the homeless. The flooding is caused by the recent heavy rain in Yemen, which came as a shock due to the fact that the country only receives several centimeters of rain per year.",Heavy rain caused flooding in Yemen.,"[0.0, 0.03194795548915863, 0.027736724706958878, 0.02531467204627464, 0.047781009015988626, 0.05919958130318475, 0.05480865304121919, 0.05191427058534074, 0.05289941707178714, 0.08038986914384881, 0.08008564444330046, 0.09284234454706888, 0.11134980300758368, 0.14347738403718469, 0.15496907813669386, 0.1622687756018453, 0.1675463417483456, 0.17773062322638009, 0.1804466805751143, 0.18366110408846684]","[0.528529703617096, 0.4965817481279373, 0.503248006105423, 0.49863504618406296, 0.4775972306728363, 0.49549734095732373, 0.49540265117372784, 0.4984872117638588, 0.49139221840434605, 0.5123260229825973, 0.5196655202995647, 0.5354494775334994, 0.5546894784157093, 0.5811071417161396, 0.5996274769306182, 0.6155788693577051, 0.6299174375393811, 0.6471970429023107, 0.6592970098319807, 0.6714331820607186]",0.0,0.528529703617096,0,0,entailment,entailment
1764,1738,1738,"Mexico City (Mexico), 12 Jan 90 (DPA) -Salvadoran Social Democratic politician Hector Oqueli Colindres was kidnapped today in Guatemala city, along with Guatemalan Social Democratic leader Gilda Flores, his party, in Mexico City, reported.",Hector Oqueli Colindres is a citizen of Mexico.,"[0.0, 0.020112961530685425, 0.0363482960271128, 0.03148810561985995, 0.03250158987247855, 0.03501420834601357, 0.03363831330505902, 0.03777184766567178, 0.045880604841716105, 0.048352227600241375, 0.1066984983593237, 0.13098533348928065, 0.1432496994332963, 0.13901273773073453, 0.14686709519959937, 0.1601412716115409, 0.16251173696628707, 0.17943832885594724, 0.17468262433967507, 0.18197309248999666]","[0.528660237789154, 0.5085472762584686, 0.531476636727651, 0.5319245308637619, 0.5400355219841003, 0.5483505725860596, 0.5446835245404925, 0.5367858000099659, 0.5470134649011824, 0.5399943560361862, 0.5704232427206907, 0.5457042728861173, 0.5259493153828841, 0.5213935651949474, 0.5372809032599132, 0.5562956426292658, 0.5443756475168116, 0.5650343232684665, 0.5642689999781156, 0.5495329216122627]",0.0,0.528660237789154,0,0,not_entailment,not_entailment
1765,254,254,"For others, in the northern hemisphere, judgment may be a little off due to Seasonal Affective Disorder (SAD), which is often at its peak in the weeks following the shortest hours of daylight.",Seasonal Affective Disorder (SAD) is a worldwide disorder.,"[0.0, 0.025951102375984192, 0.030371763056293594, 0.046764200129213826, 0.04234559493188853, 0.03873376631825099, 0.03649652407891573, 0.1027950372860139, 0.09725550759894114, 0.09593362355463206, 0.1138594076506511, 0.1095472494406133, 0.14769955837110146, 0.16114790185087854, 0.1732119577740333, 0.17008094106373656, 0.1819044907240563, 0.18879992591920267, 0.19330358737685432, 0.18852005907423394]","[0.5287426710128784, 0.5027915686368942, 0.5181777775287628, 0.4958539679646492, 0.49915688633918764, 0.4980602115392685, 0.49529070939336506, 0.5319383032619953, 0.5348085198137495, 0.5435675770044327, 0.5221261111172762, 0.5188652475674947, 0.5487785706153283, 0.569739546094622, 0.5900320132573446, 0.5973363183438778, 0.616479424869313, 0.6325572861565484, 0.6466934084892273, 0.6452092885971069]",0.0,0.5287426710128784,0,0,not_entailment,not_entailment
1766,1840,1840,"Anant Gupta who was kidnapped from the elite locality of Sector 14, Noida, India has returned home. He was kidnapped on November 13, 2006 and released by his abductors yesterday morning. The police have made an arrest in the city of New Delhi. The other two accused are absconding. The boy claimed that he was kept in a jungle and was treated nicely by the three men.",Anant Gupta was kidnapped in India.,"[0.0, 0.014454677700996399, 0.018615228474012868, 0.016971527742677593, 0.02573478574023134, 0.0236344597592053, 0.022490781830467935, 0.021126542993043694, 0.032760599147818315, 0.05104864592361647, 0.0709279024706444, 0.07279558361081741, 0.07197867167104068, 0.06963113851353547, 0.09921069753542164, 0.12887442702308471, 0.12531364760275493, 0.135199071116176, 0.14749561059411712, 0.15795663558450757]","[0.5288320779800415, 0.5143774002790451, 0.5245566666126251, 0.5214941129088402, 0.5111035764217376, 0.5122601538896561, 0.5101370343140194, 0.5108665116131306, 0.5200624234146543, 0.5335615307092667, 0.5498762753876772, 0.5577828908960024, 0.5626934468746185, 0.5643948635884694, 0.5838838716348013, 0.6060664895921946, 0.603947087245829, 0.6181880715820525, 0.6338905268593839, 0.6489047154784202]",0.0,0.5288320779800415,0,0,entailment,entailment
1767,2015,2015,"Hudson's mother, Darnell Donerson, 57, and brother, Jason Hudson, 29 were found dead in Donerson's home on October 24 and the body of Hudson's 7-year-old nephew, Julian King was found four days later in a stolen SUV. A handgun police say is tied to the case was found nearby, but Reuters reports that Bond did not comment on any evidence in the case.",Jason Hudson was Jennifer's brother.,"[0.0, 0.020217612385749817, 0.022300994778086038, 0.01943375540129945, 0.02031660784833457, 0.019416000020197523, 0.018201760001727418, 0.02969616117028719, 0.03942265538062601, 0.08029716145890818, 0.12320529685753695, 0.14659890001061066, 0.14636106705451676, 0.175664288175263, 0.18598869406864801, 0.19015662741767517, 0.19956466452722935, 0.20607789126807244, 0.20799533705543452, 0.21182651503511532]","[0.5288665890693665, 0.5086489766836166, 0.49804630875587463, 0.49679863452911377, 0.5020576238632202, 0.49948816498120624, 0.49832072854042053, 0.5075167752802372, 0.4977043569087982, 0.47401914596557615, 0.5045446428385648, 0.530789390206337, 0.5422766896394583, 0.571321074451719, 0.5916593710581461, 0.6074279807507992, 0.6264568146537332, 0.643355475531684, 0.6563279377786737, 0.6704169690608979]",0.0,0.5288665890693665,0,0,not_entailment,not_entailment
1768,985,985,"Two men have been charged with starting the Zaca Fire, the second-largest wildfire in the history of California. The fire is continuing to burn through the Los Padres National Forest, and has consumed a total of 240,000 acres, having started on July 4. However, the fire is now under control, and is expected to be contained by September 4. Jose Jesus Cabrera of Santa Ynez, 38, Santiago Iniguez Cervantes of Santa Maria, 46, and the company of Rancho La Laguna, whom they worked for, have all been charged with six counts of felony in relation to starting the fire.",Cabrera and Cervantes are accused of having caused the Zaca Fire.,"[0.0, 0.012499988079071045, 0.025197076549047282, 0.036352108600391536, 0.04277906569634416, 0.03956821238016831, 0.037147174546296104, 0.035368001748556935, 0.03387297188307761, 0.032792869372132015, 0.04691757963291562, 0.06575266652635711, 0.07049272147826957, 0.08924614061734676, 0.12252575394842094, 0.14411930306974877, 0.1545755245827356, 0.16317589349963796, 0.1681139207163384, 0.16688654822553187]","[0.5289274454116821, 0.5164274573326111, 0.5001374880472819, 0.5169234573841095, 0.5308237075805664, 0.5279740393161774, 0.5254596642085484, 0.5279517099261284, 0.5258460309770372, 0.5236670434474945, 0.5347289063713767, 0.5492064505815506, 0.5582359433174133, 0.5742901648793902, 0.5975567539532979, 0.6186850890517235, 0.6351642538519466, 0.6506185531616211, 0.6636085196545249, 0.6708703309297561]",0.0,0.5289274454116821,0,0,entailment,entailment
1769,1706,1706,"Oh Eun-sun was the first Korean woman to climb Mt. Everest solo. For all the hardships she must have endured, she merely says that she was lucky. She now reminisces about the days she spent in that mountain.",A woman succeeds in climbing Everest solo.,"[0.0, 0.015200763940811157, 0.020292693606620935, 0.020437895600288268, 0.023798476577545476, 0.02399455340098043, 0.023113312612372806, 0.03191502423918745, 0.03200101854215736, 0.032215407748027204, 0.06937747156844669, 0.06669078743193103, 0.09278338662493579, 0.09151030673880599, 0.09457256643186673, 0.10038963005021821, 0.12002687920715402, 0.14253936180646262, 0.15261821067019235, 0.15689338260731725]","[0.5290659070014954, 0.5138651430606842, 0.5025128026803335, 0.49648889154195786, 0.5041079699993134, 0.4995524088541667, 0.5021580117089408, 0.5110310986638069, 0.5148825711674161, 0.5112897723913192, 0.5309614512053403, 0.5327586804827055, 0.5521305318062122, 0.546721916113581, 0.5556985119978587, 0.5663227159529924, 0.5838605358320124, 0.6037297795216242, 0.6187190146822679, 0.6301618501543998]",0.0,0.5290659070014954,0,0,entailment,entailment
1770,712,712,"Miller, the Pulitzer Prize-winning playwright whose most famous fictional creation,  Loman in 'Death of a Salesman' came to symbolize the American Dream gone awry, has died.","Playwright Miller, the Pulitzer Prize-winning author of 'Death of a Salesman', has died.","[0.0, 0.04275970160961151, 0.0378666236348802, 0.04809766660642747, 0.04322460151714023, 0.04277593649309194, 0.0429391787790784, 0.04023978859282945, 0.046820026752321185, 0.06536518048871728, 0.06928339130902135, 0.09065717001066659, 0.11097075457955011, 0.1366252290401277, 0.15316939968495116, 0.157589062946741, 0.16214262151756811, 0.1710524703266332, 0.17736967137113324, 0.18261685440428038]","[0.5290659666061401, 0.4863062649965286, 0.4966733554999034, 0.5169873461127281, 0.5148862898349762, 0.5074996948242188, 0.5142745205334255, 0.5133534073829651, 0.5230538580152724, 0.5390389323234558, 0.5486097227443348, 0.5672414402167002, 0.5870908636313218, 0.6106763098921094, 0.6314451773961385, 0.645204421132803, 0.6587061776834375, 0.6748476227124532, 0.6892640433813396, 0.7027624160051346]",0.0,0.5290659666061401,0,0,entailment,entailment
1771,768,768,"The plane involved in the incident was a Bombardier Dash 8, which crashed into a home located at 6038 Long Street in Clarence Center, a suburb of Buffalo. It went down at approximately 10:17 p.m. EST (03:20 UTC), February 12. 44 passengers, an off-duty pilot, and four crew members died in the accident, as well as one person on the ground.",A plane crashed while flying on autopilot.,"[0.0, 0.016263306140899658, 0.013833826579398448, 0.021582174117953188, 0.01970035330654285, 0.017985637042661002, 0.017916919609934176, 0.024099741948174273, 0.0242575386453671, 0.05417829392851446, 0.07825566302023752, 0.12617535173852734, 0.1505959725737248, 0.15806857958496123, 0.16977801147485005, 0.17694477469596612, 0.18306837074382976, 0.18844406450628456, 0.19327689589093447, 0.19647924877650008]","[0.529080331325531, 0.5128170251846313, 0.515559713045756, 0.505195364356041, 0.5032286584377289, 0.5031162252028784, 0.5004160787378039, 0.5069616176187992, 0.5099650257163577, 0.5263143450021743, 0.5449033352461728, 0.5755131964882215, 0.6013065416079301, 0.6186857244798115, 0.6385146518548329, 0.6554191205650568, 0.6713217689710504, 0.686388341916932, 0.7007522661434976, 0.713558380305767]",0.0,0.529080331325531,0,0,not_entailment,not_entailment
1772,1015,1015,"In 1932 he joined the then illegal Communist party and held high government and party posts from 1942, becoming home secretary in 1948, when the Communist party took control in Hungary.",Communist control in Hungary ended in 1948.,"[0.0, 0.048475682735443115, 0.03960382141698143, 0.034880444810127045, 0.03122732348177105, 0.0289092883889448, 0.028929456690226132, 0.02915766247354617, 0.029682778246235008, 0.041804772494119825, 0.046671847852900517, 0.05368340759068941, 0.06620158531599307, 0.07329818335614388, 0.07716592247047277, 0.1202868513913155, 0.11803413929990289, 0.12342075636062728, 0.12144664089841187, 0.12145233969342813]","[0.5291498303413391, 0.480674147605896, 0.47970767815907794, 0.47604259848594666, 0.47671887278556824, 0.4788694779078166, 0.4743869389806475, 0.47028345614671707, 0.47424201170603436, 0.4639427214860916, 0.45626483993096784, 0.44729433953762054, 0.43531370621461135, 0.4253020967755999, 0.43349674145380657, 0.45783670619130135, 0.4622684436685899, 0.45122140977117753, 0.44701609799736425, 0.4532520234584808]",0.0,0.5291498303413391,0,0,not_entailment,not_entailment
1773,852,852,"""""""The disappearance of York University chef Claudia Lawrence is now being treated as suspected murder, North Yorkshire Police said. However detectives said they had not found any proof that the 35-year-old, who went missing on 18 March, was dead. Her father Peter Lawrence made a direct appeal to his daughter to contact him five weeks after she disappeared. His plea came at a news conference held shortly after a £10,000 reward was offered to help find Miss Lawrence. Crimestoppers said the sum they were offering was """"""""significantly higher"""""""" than usual because of public interest in the case.""""""",Claudia Lawrence is 35 years old.,"[0.0, 0.019614771008491516, 0.016023364763563343, 0.027490942105990335, 0.030850281415329948, 0.028185977032751157, 0.026666692362543584, 0.050459684597704606, 0.06064209745253434, 0.07934898720787081, 0.09373988494847388, 0.09452155392422702, 0.10841887967096776, 0.10913368294493056, 0.13608088050638312, 0.1460507467342211, 0.16069311082450213, 0.17233886864305753, 0.17806484419104598, 0.18479618501853226]","[0.529154360294342, 0.5095395892858505, 0.5091822445392609, 0.4954807758331299, 0.4861649513244629, 0.48564866681893665, 0.48340679492269245, 0.4999854229390621, 0.48668977949354386, 0.5049062073230743, 0.5224084691567854, 0.5313498030106226, 0.5484465498190659, 0.5571957273142678, 0.5801892916361491, 0.5964582599699497, 0.6154091989292818, 0.6330876681539748, 0.6471699601725528, 0.6617299914360046]",0.0,0.529154360294342,0,0,entailment,entailment
1774,2468,2468,It takes 560 years to complete one trip around the Sun (versus 250 years for Pluto).,Pluto's trip around the Sun lasts 250 years.,"[0.0, 0.01722194254398346, 0.026415630200748313, 0.024319758758252305, 0.021911531385594252, 0.02031748866649227, 0.021535792978804605, 0.020687966308535373, 0.020397303162893735, 0.044736639851500004, 0.11148134393952908, 0.1091430610324422, 0.11670551972073424, 0.13723440836245726, 0.15722722088305213, 0.16664661685471951, 0.1626697339673144, 0.17854140249404374, 0.17383288188640164, 0.18210130623398452]","[0.5291613340377808, 0.5119393914937973, 0.4961271286010742, 0.5008919835090637, 0.49957339763641356, 0.49797938764095306, 0.5022603826863425, 0.5040402449667454, 0.5061501231458452, 0.49270508289337156, 0.46013413640585815, 0.45325999582807225, 0.46804820688871235, 0.4898620599082538, 0.4672746608654658, 0.48477841448038816, 0.4802788224290399, 0.4601532311903106, 0.459137330714025, 0.4438266731798649]",0.0,0.5291613340377808,0,0,entailment,entailment
1775,1086,1086,"Shiite and Kurdish political leaders continued talks, on Monday, on forming a new government, saying they expected a full cabinet to be announced within a day or two.","US officials are concerned by the political vacuum and fear that it is feeding sectarian tensions, correspondents say.","[0.0, 0.0024192333221435547, 0.014127036358980175, 0.02974844911668716, 0.028343160800444803, 0.026076534583570822, 0.024547600394199072, 0.031914750514453916, 0.030807861190986822, 0.07419519330431629, 0.11334505283370358, 0.13119167115185454, 0.14944597309713886, 0.1570484147952682, 0.16061281999574462, 0.170565596352782, 0.17491805806860367, 0.18058456779774248, 0.18457689768442162, 0.18630047276953385]","[0.529177188873291, 0.5315964221954346, 0.5217052300771078, 0.5060496628284454, 0.5011670768260956, 0.5026189734538397, 0.5044328016894204, 0.512810405343771, 0.5104719930224948, 0.5332040429115296, 0.5612087249755859, 0.5834363599618276, 0.6066146309559162, 0.6239914468356541, 0.6380742470423381, 0.6561636999249458, 0.6703390198595384, 0.6851202779346042, 0.6983997570840936, 0.7095037311315536]",0.0,0.529177188873291,0,0,not_entailment,not_entailment
1776,1993,1993,Guerrillas killed a peasant in the city of Flores.,Guerrillas killed a civilian,"[0.0, 0.014606118202209473, 0.0119632601203703, 0.01211559190003261, 0.01873299257160524, 0.01710128738492148, 0.020856159108324026, 0.02308658552966589, 0.025126991114914746, 0.0651611873161163, 0.10881909103675154, 0.12664133109503778, 0.1432902477117658, 0.1738848582438216, 0.18589521984301047, 0.2067157971850307, 0.22602343433634994, 0.23790134203053642, 0.25266948899939534, 0.2584801069647793]","[0.5292260050773621, 0.5146198868751526, 0.5139513810475668, 0.5103251859545708, 0.5026849150657654, 0.502627432346344, 0.49708510296685354, 0.49241936951875687, 0.4879809518655141, 0.46776612997055056, 0.4395143823190169, 0.4178071742256482, 0.39595966728834003, 0.42527286601918085, 0.44654796620210013, 0.472795763053, 0.4988591294078266, 0.47669848634137046, 0.5005307872044412, 0.5185398325324059]",0.0,0.5292260050773621,0,0,entailment,entailment
